"Trigger_ID","Target_Category","Display_Title","Threshold_Orb","Progress_Max_Days","Arrival_Text","Next_Action_Hint"
"GENERAL_HOME_ORDER_MOON_MID_NEG_EXIT","General","運勢面の負荷を抜けるまで","6","30","家庭や生活まわりのざわつきが落ち着き、安心できる場所へ戻れる日です。","家族や同居人との小さな不満をためず、必要なことを短く共有しておきましょう。"
"GENERAL_HOME_ORDER_MOON_LONG_POS","General","暮らしの安心感が整うまで","8","60","家や身近な人間関係に落ち着きが戻り、生活の基盤を整えやすい日です。","部屋の一角、冷蔵庫、寝具など、安心感に直結する場所を先に整えましょう。"
"GENERAL_HOME_ORDER_MOON_LONG_NEG_EXIT","General","運勢面の負荷を抜けるまで","8","60","家庭や生活まわりのざわつきが落ち着き、安心できる場所へ戻れる日です。","家族や同居人との小さな不満をためず、必要なことを短く共有しておきましょう。"
"GENERAL_LEARNING_OPEN_MERCURY","General","新しい学びが開くまで","4","10","知的好奇心が高まり、必要な情報や学びの入口に出会いやすい日です。","読みたい資料、受けたい講座、調べたいテーマを一つに絞って準備しましょう。"
"GENERAL_LEARNING_OPEN_MERCURY_MOON_POS","General","新しい学びが開くまで","3","3","知的好奇心が高まり、必要な情報や学びの入口に出会いやすい日です。","読みたい資料、受けたい講座、調べたいテーマを一つに絞って準備しましょう。"
"GENERAL_LEARNING_OPEN_MERCURY_MOON_NEG_EXIT","General","運勢面の負荷を抜けるまで","3","3","情報過多や迷いが落ち着き、必要な知識を選び直せる日です。","あれもこれも追わず、今の目的に必要な情報源だけを残しましょう。"
"GENERAL_LEARNING_OPEN_MERCURY_SHORT_POS","General","新しい学びが開くまで","5","10","知的好奇心が高まり、必要な情報や学びの入口に出会いやすい日です。","読みたい資料、受けたい講座、調べたいテーマを一つに絞って準備しましょう。"
"GENERAL_LEARNING_OPEN_MERCURY_SHORT_NEG_EXIT","General","運勢面の負荷を抜けるまで","5","10","情報過多や迷いが落ち着き、必要な知識を選び直せる日です。","あれもこれも追わず、今の目的に必要な情報源だけを残しましょう。"
"GENERAL_LEARNING_OPEN_MERCURY_MID_POS","General","新しい学びが開くまで","6","30","知的好奇心が高まり、必要な情報や学びの入口に出会いやすい日です。","読みたい資料、受けたい講座、調べたいテーマを一つに絞って準備しましょう。"
"GENERAL_LEARNING_OPEN_MERCURY_MID_NEG_EXIT","General","運勢面の負荷を抜けるまで","6","30","情報過多や迷いが落ち着き、必要な知識を選び直せる日です。","あれもこれも追わず、今の目的に必要な情報源だけを残しましょう。"
"GENERAL_LEARNING_OPEN_MERCURY_LONG_POS","General","新しい学びが開くまで","8","60","知的好奇心が高まり、必要な情報や学びの入口に出会いやすい日です。","読みたい資料、受けたい講座、調べたいテーマを一つに絞って準備しましょう。"
"GENERAL_LEARNING_OPEN_MERCURY_LONG_NEG_EXIT","General","運勢面の負荷を抜けるまで","8","60","情報過多や迷いが落ち着き、必要な知識を選び直せる日です。","あれもこれも追わず、今の目的に必要な情報源だけを残しましょう。"
"WORK_FOCUS_MERCURY","Work","集中力が研ぎ澄まされる時間まで","4","10","思考が整理され、細かい作業や判断を効率よく進めやすい日です。","通知を減らし、最初に片づけるタスクを一つだけ決めて作業環境を整えましょう。"
"WORK_FOCUS_MERCURY_MOON_POS","Work","集中力が研ぎ澄まされる時間まで","3","3","思考が整理され、細かい作業や判断を効率よく進めやすい日です。","通知を減らし、最初に片づけるタスクを一つだけ決めて作業環境を整えましょう。"
"WORK_FOCUS_MERCURY_MOON_NEG_EXIT","Work","仕事面の負荷を抜けるまで","3","3","散らかった思考や連絡の混乱が収まり、優先順位を戻せる日です。","未返信、未整理のメモ、締切を確認し、今日見るものを絞っておきましょう。"
"WORK_FOCUS_MERCURY_SHORT_POS","Work","集中力が研ぎ澄まされる時間まで","5","10","思考が整理され、細かい作業や判断を効率よく進めやすい日です。","通知を減らし、最初に片づけるタスクを一つだけ決めて作業環境を整えましょう。"
"WORK_FOCUS_MERCURY_SHORT_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","10","散らかった思考や連絡の混乱が収まり、優先順位を戻せる日です。","未返信、未整理のメモ、締切を確認し、今日見るものを絞っておきましょう。"
"WORK_FOCUS_MERCURY_MID_POS","Work","集中力が研ぎ澄まされる時間まで","6","30","思考が整理され、細かい作業や判断を効率よく進めやすい日です。","通知を減らし、最初に片づけるタスクを一つだけ決めて作業環境を整えましょう。"
"WORK_FOCUS_MERCURY_MID_NEG_EXIT","Work","仕事面の負荷を抜けるまで","6","30","散らかった思考や連絡の混乱が収まり、優先順位を戻せる日です。","未返信、未整理のメモ、締切を確認し、今日見るものを絞っておきましょう。"
"WORK_FOCUS_MERCURY_LONG_POS","Work","集中力が研ぎ澄まされる時間まで","8","60","思考が整理され、細かい作業や判断を効率よく進めやすい日です。","通知を減らし、最初に片づけるタスクを一つだけ決めて作業環境を整えましょう。"
"WORK_FOCUS_MERCURY_LONG_NEG_EXIT","Work","仕事面の負荷を抜けるまで","8","60","散らかった思考や連絡の混乱が収まり、優先順位を戻せる日です。","未返信、未整理のメモ、締切を確認し、今日見るものを絞っておきましょう。"
"WORK_STABILITY_SATURN","Work","仕事の土台が固まる節目まで","6","45","責任や継続力が評価され、長く使える仕事の基盤を整えやすい日です。","手順書、契約、スケジュール、役割分担を見直し、抜けを減らしておきましょう。"
"WORK_STABILITY_SATURN_MOON_POS","Work","仕事の土台が固まる節目まで","3","3","責任や継続力が評価され、長く使える仕事の基盤を整えやすい日です。","手順書、契約、スケジュール、役割分担を見直し、抜けを減らしておきましょう。"
"WORK_STABILITY_SATURN_MOON_NEG_EXIT","Work","仕事面の負荷を抜けるまで","3","3","責任の重さや停滞感が整理され、現実的に進め直せる日です。","一人で抱えている作業を見つけ、相談する相手や期限を明確にしましょう。"
"WORK_STABILITY_SATURN_SHORT_POS","Work","仕事の土台が固まる節目まで","5","10","責任や継続力が評価され、長く使える仕事の基盤を整えやすい日です。","手順書、契約、スケジュール、役割分担を見直し、抜けを減らしておきましょう。"
"WORK_STABILITY_SATURN_SHORT_NEG_EXIT","Work","仕事面の負荷を抜けるまで","5","10","責任の重さや停滞感が整理され、現実的に進め直せる日です。","一人で抱えている作業を見つけ、相談する相手や期限を明確にしましょう。"
"WORK_STABILITY_SATURN_MID_POS","Work","仕事の土台が固まる節目まで","6","30","責任や継続力が評価され、長く使える仕事の基盤を整えやすい日です。","手順書、契約、スケジュール、役割分担を見直し、抜けを減らしておきましょう。"
"WORK_STABILITY_SATURN_MID_NEG_EXIT","Work","仕事面の負荷を抜けるまで","6","30","責任の重さや停滞感が整理され、現実的に進め直せる日です。","一人で抱えている作業を見つけ、相談する相手や期限を明確にしましょう。"
"WORK_STABILITY_SATURN_LONG_POS","Work","仕事の土台が固まる節目まで","8","90","責任や継続力が評価され、長く使える仕事の基盤を整えやすい日です。","手順書、契約、スケジュール、役割分担を見直し、抜けを減らしておきましょう。"
"WORK_STABILITY_SATURN_LONG_NEG_EXIT","Work","仕事面の負荷を抜けるまで","8","90","責任の重さや停滞感が整理され、現実的に進め直せる日です。","一人で抱えている作業を見つけ、相談する相手や期限を明確にしましょう。"
"GENERAL_LIFE_RESET_URANUS","General","人生の流れを切り替える日まで","6","45","古い前提を外し、新しい選択肢へ踏み出しやすい日です。","変えたい習慣や環境を一つ選び、小さく試せる行動に分解しておきましょう。"
"GENERAL_LIFE_RESET_URANUS_MOON_POS","General","人生の流れを切り替える日まで","3","3","古い前提を外し、新しい選択肢へ踏み出しやすい日です。","変えたい習慣や環境を一つ選び、小さく試せる行動に分解しておきましょう。"
"GENERAL_LIFE_RESET_URANUS_MOON_NEG_EXIT","General","運勢面の負荷を抜けるまで","3","3","急な変化の揺れが落ち着き、次の方向性を選び直せる日です。","変化への反応を書き出し、残すものと手放すものを整理しましょう。"
"GENERAL_LIFE_RESET_URANUS_SHORT_POS","General","人生の流れを切り替える日まで","5","10","古い前提を外し、新しい選択肢へ踏み出しやすい日です。","変えたい習慣や環境を一つ選び、小さく試せる行動に分解しておきましょう。"
"GENERAL_LIFE_RESET_URANUS_SHORT_NEG_EXIT","General","運勢面の負荷を抜けるまで","5","10","急な変化の揺れが落ち着き、次の方向性を選び直せる日です。","変化への反応を書き出し、残すものと手放すものを整理しましょう。"
"GENERAL_LIFE_RESET_URANUS_MID_POS","General","人生の流れを切り替える日まで","6","30","古い前提を外し、新しい選択肢へ踏み出しやすい日です。","変えたい習慣や環境を一つ選び、小さく試せる行動に分解しておきましょう。"
"GENERAL_LIFE_RESET_URANUS_MID_NEG_EXIT","General","運勢面の負荷を抜けるまで","6","30","急な変化の揺れが落ち着き、次の方向性を選び直せる日です。","変化への反応を書き出し、残すものと手放すものを整理しましょう。"
"GENERAL_LIFE_RESET_URANUS_LONG_POS","General","人生の流れを切り替える日まで","8","90","古い前提を外し、新しい選択肢へ踏み出しやすい日です。","変えたい習慣や環境を一つ選び、小さく試せる行動に分解しておきましょう。"
"GENERAL_LIFE_RESET_URANUS_LONG_NEG_EXIT","General","運勢面の負荷を抜けるまで","8","90","急な変化の揺れが落ち着き、次の方向性を選び直せる日です。","変化への反応を書き出し、残すものと手放すものを整理しましょう。"
"GENERAL_HOME_ORDER_MOON_LONG_NEG","General","暮らしの安心感を乱す重さを抜けるまで","8","60","家庭や生活まわりの停滞がほどけ、安心できる場所へ戻れる日です。","家の中で気になっている場所を一つ整え、落ち着ける空間を作っておきましょう。"
