Target_Solar_Sign,T_Planet,Transit_House,Text_Theme,Base_Score,Category,Priority,Milestone_Label,Duration_Type,Advised_Task
AQUARIUS,PLUTO,8,PLUTO house 8: Deep restructuring,8,Money,6,Deep restructuring,LONG,Handle shared resources and emotional commitments.
AQUARIUS,PLUTO,9,PLUTO house 9: Expansion and study,12,General,6,Expansion and study,LONG,"Plan travel, study, publishing, or long-range growth."
AQUARIUS,PLUTO,10,PLUTO house 10: Career visibility,20,Work,8,Career visibility,LONG,Move public goals and responsibilities forward.
AQUARIUS,PLUTO,11,PLUTO house 11: Community gains,12,General,6,Community gains,LONG,"Use networks, teams, and future plans wisely."
AQUARIUS,PLUTO,12,PLUTO house 12: Closure and preparation,-4,General,6,Closure and preparation,LONG,"Rest, clear old patterns, and prepare the next cycle."
PISCES,JUPITER,1,JUPITER house 1: Identity reset,22,General,8,Identity reset,LONG,Put your own direction first.
PISCES,JUPITER,2,JUPITER house 2: Resource building,20,Money,6,Resource building,LONG,"Review income, assets, and spending habits."
PISCES,JUPITER,3,JUPITER house 3: Learning and communication,16,General,6,Learning and communication,LONG,Share ideas and refine your daily routes.
PISCES,JUPITER,4,JUPITER house 4: Home foundation,18,General,6,Home foundation,LONG,"Stabilize family, home, and emotional ground."
PISCES,JUPITER,5,JUPITER house 5: Creative opening,22,Love,6,Creative opening,LONG,"Make space for joy, romance, and self-expression."
PISCES,JUPITER,6,JUPITER house 6: Routine refinement,18,Work,6,Routine refinement,LONG,Improve work rhythms and health maintenance.
PISCES,JUPITER,7,JUPITER house 7: Partnership focus,24,Love,8,Partnership focus,LONG,Choose conversations and alliances carefully.
PISCES,JUPITER,8,JUPITER house 8: Deep restructuring,16,Money,6,Deep restructuring,LONG,Handle shared resources and emotional commitments.
PISCES,JUPITER,9,JUPITER house 9: Expansion and study,20,General,6,Expansion and study,LONG,"Plan travel, study, publishing, or long-range growth."
PISCES,JUPITER,10,JUPITER house 10: Career visibility,28,Work,10,Career visibility,LONG,Move public goals and responsibilities forward.
PISCES,JUPITER,11,JUPITER house 11: Community gains,20,General,6,Community gains,LONG,"Use networks, teams, and future plans wisely."
PISCES,JUPITER,12,JUPITER house 12: Closure and preparation,4,General,6,Closure and preparation,LONG,"Rest, clear old patterns, and prepare the next cycle."
PISCES,SATURN,1,SATURN house 1: Identity reset,8,General,8,Identity reset,LONG,Put your own direction first.
PISCES,SATURN,2,SATURN house 2: Resource building,6,Money,6,Resource building,LONG,"Review income, assets, and spending habits."
PISCES,SATURN,3,SATURN house 3: Learning and communication,2,General,6,Learning and communication,LONG,Share ideas and refine your daily routes.
PISCES,SATURN,4,SATURN house 4: Home foundation,4,General,6,Home foundation,LONG,"Stabilize family, home, and emotional ground."
PISCES,SATURN,5,SATURN house 5: Creative opening,8,Love,6,Creative opening,LONG,"Make space for joy, romance, and self-expression."
PISCES,SATURN,6,SATURN house 6: Routine refinement,4,Work,6,Routine refinement,LONG,Improve work rhythms and health maintenance.
PISCES,SATURN,7,SATURN house 7: Partnership focus,10,Love,8,Partnership focus,LONG,Choose conversations and alliances carefully.
PISCES,SATURN,8,SATURN house 8: Deep restructuring,2,Money,6,Deep restructuring,LONG,Handle shared resources and emotional commitments.
PISCES,SATURN,9,SATURN house 9: Expansion and study,6,General,6,Expansion and study,LONG,"Plan travel, study, publishing, or long-range growth."
PISCES,SATURN,10,SATURN house 10: Career visibility,14,Work,8,Career visibility,LONG,Move public goals and responsibilities forward.
PISCES,SATURN,11,SATURN house 11: Community gains,6,General,6,Community gains,LONG,"Use networks, teams, and future plans wisely."
PISCES,SATURN,12,SATURN house 12: Closure and preparation,-10,General,6,Closure and preparation,LONG,"Rest, clear old patterns, and prepare the next cycle."
PISCES,URANUS,1,URANUS house 1: Identity reset,16,General,8,Identity reset,LONG,Put your own direction first.
PISCES,URANUS,2,URANUS house 2: Resource building,14,Money,6,Resource building,LONG,"Review income, assets, and spending habits."
PISCES,URANUS,3,URANUS house 3: Learning and communication,10,General,6,Learning and communication,LONG,Share ideas and refine your daily routes.
PISCES,URANUS,4,URANUS house 4: Home foundation,12,General,6,Home foundation,LONG,"Stabilize family, home, and emotional ground."
PISCES,URANUS,5,URANUS house 5: Creative opening,16,Love,6,Creative opening,LONG,"Make space for joy, romance, and self-expression."
PISCES,URANUS,6,URANUS house 6: Routine refinement,12,Work,6,Routine refinement,LONG,Improve work rhythms and health maintenance.
PISCES,URANUS,7,URANUS house 7: Partnership focus,18,Love,8,Partnership focus,LONG,Choose conversations and alliances carefully.
PISCES,URANUS,8,URANUS house 8: Deep restructuring,10,Money,6,Deep restructuring,LONG,Handle shared resources and emotional commitments.
PISCES,URANUS,9,URANUS house 9: Expansion and study,14,General,6,Expansion and study,LONG,"Plan travel, study, publishing, or long-range growth."
PISCES,URANUS,10,URANUS house 10: Career visibility,22,Work,8,Career visibility,LONG,Move public goals and responsibilities forward.
PISCES,URANUS,11,URANUS house 11: Community gains,14,General,6,Community gains,LONG,"Use networks, teams, and future plans wisely."
PISCES,URANUS,12,URANUS house 12: Closure and preparation,-2,General,6,Closure and preparation,LONG,"Rest, clear old patterns, and prepare the next cycle."
PISCES,NEPTUNE,1,NEPTUNE house 1: Identity reset,12,General,8,Identity reset,LONG,Put your own direction first.
PISCES,NEPTUNE,2,NEPTUNE house 2: Resource building,10,Money,6,Resource building,LONG,"Review income, assets, and spending habits."
PISCES,NEPTUNE,3,NEPTUNE house 3: Learning and communication,6,General,6,Learning and communication,LONG,Share ideas and refine your daily routes.
PISCES,NEPTUNE,4,NEPTUNE house 4: Home foundation,8,General,6,Home foundation,LONG,"Stabilize family, home, and emotional ground."
PISCES,NEPTUNE,5,NEPTUNE house 5: Creative opening,12,Love,6,Creative opening,LONG,"Make space for joy, romance, and self-expression."
PISCES,NEPTUNE,6,NEPTUNE house 6: Routine refinement,8,Work,6,Routine refinement,LONG,Improve work rhythms and health maintenance.
PISCES,NEPTUNE,7,NEPTUNE house 7: Partnership focus,14,Love,8,Partnership focus,LONG,Choose conversations and alliances carefully.
PISCES,NEPTUNE,8,NEPTUNE house 8: Deep restructuring,6,Money,6,Deep restructuring,LONG,Handle shared resources and emotional commitments.
PISCES,NEPTUNE,9,NEPTUNE house 9: Expansion and study,10,General,6,Expansion and study,LONG,"Plan travel, study, publishing, or long-range growth."
PISCES,NEPTUNE,10,NEPTUNE house 10: Career visibility,18,Work,8,Career visibility,LONG,Move public goals and responsibilities forward.
PISCES,NEPTUNE,11,NEPTUNE house 11: Community gains,10,General,6,Community gains,LONG,"Use networks, teams, and future plans wisely."
PISCES,NEPTUNE,12,NEPTUNE house 12: Closure and preparation,-6,General,6,Closure and preparation,LONG,"Rest, clear old patterns, and prepare the next cycle."
PISCES,PLUTO,1,PLUTO house 1: Identity reset,14,General,8,Identity reset,LONG,Put your own direction first.
PISCES,PLUTO,2,PLUTO house 2: Resource building,12,Money,6,Resource building,LONG,"Review income, assets, and spending habits."
PISCES,PLUTO,3,PLUTO house 3: Learning and communication,8,General,6,Learning and communication,LONG,Share ideas and refine your daily routes.
PISCES,PLUTO,4,PLUTO house 4: Home foundation,10,General,6,Home foundation,LONG,"Stabilize family, home, and emotional ground."
PISCES,PLUTO,5,PLUTO house 5: Creative opening,14,Love,6,Creative opening,LONG,"Make space for joy, romance, and self-expression."
PISCES,PLUTO,6,PLUTO house 6: Routine refinement,10,Work,6,Routine refinement,LONG,Improve work rhythms and health maintenance.
PISCES,PLUTO,7,PLUTO house 7: Partnership focus,16,Love,8,Partnership focus,LONG,Choose conversations and alliances carefully.
PISCES,PLUTO,8,PLUTO house 8: Deep restructuring,8,Money,6,Deep restructuring,LONG,Handle shared resources and emotional commitments.
PISCES,PLUTO,9,PLUTO house 9: Expansion and study,12,General,6,Expansion and study,LONG,"Plan travel, study, publishing, or long-range growth."
PISCES,PLUTO,10,PLUTO house 10: Career visibility,20,Work,8,Career visibility,LONG,Move public goals and responsibilities forward.
PISCES,PLUTO,11,PLUTO house 11: Community gains,12,General,6,Community gains,LONG,"Use networks, teams, and future plans wisely."
PISCES,PLUTO,12,PLUTO house 12: Closure and preparation,-4,General,6,Closure and preparation,LONG,"Rest, clear old patterns, and prepare the next cycle."
