planet1,planet2,aspect,テーマ,核となる意味,長所,注意点,対人での出方,仕事での出方,成長のコツ,要約,解釈文,use_in_section,role,priority,conflict_weight,support_weight,direction_weight,section7_summary
Uranus,DragonHead,conjunction,変化と独立と成長方向の一体化,変化と独立と成長方向が一体化し、変化が強まり落ち着きにくい。,覚醒と変革を通じた成長課題の集中力,覚醒と変革を通じた成長課題の偏り,Uranusの性質を通じて、ドラゴンヘッドが示す未来志向をストレートに対人関係へ表しやすくなります,Uranusの力を通じて、ドラゴンヘッドが示す成長方向を仕事の推進力として一体的に使いやすくなります,一体化した力を無自覚に使わず意識的に扱うこと。特にUranusの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,天王星の変化とドラゴンヘッドの成長方向が一体化し、落ち着きが止まり、動きが鈍りやすくなる,変化と独立と成長方向が一体化し、勢いが強まり、ブレーキが効かず行き過ぎを招く。強い一体感をどう使うかが人生の質を左右する。,TRUE,conflict,medium,0.6,0,0,天王星の変化とドラゴンヘッドの成長方向が一体化し、落ち着きが止まり、動きが鈍りやすくなる
Uranus,DragonHead,sextile,変化と独立と成長方向の協調,変化と独立と成長方向が協力し、柔軟に切り替えやすい。,覚醒と変革を通じた成長課題の柔軟性,覚醒と変革を通じた成長課題の甘さ,Uranusの性質を通じて、ドラゴンヘッドが示す未来志向をバランスよく周囲との関わりへ活かしやすくなります,Uranusの力を通じて、ドラゴンヘッドが示す成長方向を無理なく連携させ成果へ結びつけやすくなります,与えられた機会を待つだけでなく自ら活かしにいくこと。特にUranusの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,天王星の変化とドラゴンヘッドの成長方向が自然に流れ、刷新が進み、動きが具体化しやすくなる,変化と独立と成長方向が協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,天王星の変化とドラゴンヘッドの成長方向が自然に流れ、刷新が進み、動きが具体化しやすくなる
Uranus,DragonHead,square,変化と独立と成長方向の衝突,変化と独立と成長方向がぶつかり、不安定さが強まり、急な断絶が出やすい。,覚醒と変革を通じた成長課題の成長力,覚醒と変革を通じた成長課題の空回り,Uranusの性質を通じて、ドラゴンヘッドが示す未来志向の摩擦を通じて本音の関係を学びやすくなります,Uranusの力を通じて、ドラゴンヘッドが示す成長方向の緊張を課題突破のエネルギーへ変えやすくなります,衝突前に判断基準を言語化し、順序立てて動くこと,天王星の変化とドラゴンヘッドの成長方向がぶつかるため、断絶が起きる。,変化と独立と成長方向がぶつかり、判断が遅れた後に焦って動き、衝突やミスを招く。摩擦を通じて判断力を磨く流れが生まれる。,TRUE,conflict,high,0.8,0,0,天王星の変化とドラゴンヘッドの成長方向がぶつかるため、断絶が起きる
Uranus,DragonHead,trine,覚醒と変革とドラゴンヘッドの自然調和,変化と独立と成長方向が調和する構造,覚醒と変革を通じた成長課題の自然な流れ,覚醒と変革を通じた成長課題の安住,Uranusの性質を通じて、ドラゴンヘッドが示す未来志向が自然体の魅力として周囲に伝わりやすくなります,Uranusの力を通じて、ドラゴンヘッドが示す成長方向をスムーズに循環させ成果へ繋げやすくなります,自然にできることを意識的に育て社会へ還元すること。特にUranusの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,天王星の変化とドラゴンヘッドの成長方向が自然に流れ、切り替えが進み、動きが具体化しやすくなる,変化と独立と成長方向が自然につながり、流れが整い、行動が前に進んで成果が形になる。流れを活かして成果を形にしていく流れが生まれる。,TRUE,support,low,0,0.6,0,天王星の変化とドラゴンヘッドの成長方向が自然に流れ、切り替えが進み、動きが具体化しやすくなる
Uranus,DragonHead,opposition,変化と独立と成長方向の対立,変化と独立と成長方向が向かい合い、不安定さが強まり、急な断絶が出やすい。,覚醒と変革を通じた成長課題の客観性,覚醒と変革を通じた成長課題の揺れ,Uranusの性質を通じて、ドラゴンヘッドが示す未来志向を相手との関わりの中で映し出しやすくなります,Uranusの力を通じて、ドラゴンヘッドが示す成長方向を対外関係や調整役の中で活かしやすくなります,相手に投影するだけでなく自分の中で統合すること。特にUranusの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,天王星の変化とドラゴンヘッドの成長方向が引き裂かれるため、断絶が起きる。,変化と独立と成長方向が引き合い、迷いが続き、決断が遅れて機会を逃す。揺れを抱えながらも選択を積み上げる流れが生まれる。,TRUE,conflict,high,0.8,0,0,天王星の変化とドラゴンヘッドの成長方向が引き裂かれるため、断絶が起きる
Uranus,DragonTail,conjunction,変化と独立と慣れた癖の一体化,変化と独立と慣れた癖が一体化し、変化が強まり落ち着きにくい。,覚醒と変革を通じた既得パターンの集中力,覚醒と変革を通じた既得パターンの偏り,Uranusの性質を通じて、ドラゴンテールが示す過去の癖をストレートに対人関係へ表しやすくなります,Uranusの力を通じて、ドラゴンテールが示す既得パターンを仕事の推進力として一体的に使いやすくなります,一体化した力を無自覚に使わず意識的に扱うこと。特にUranusの才能を惰性で使わず、不要な執着を手放しながら手放しながら活かすこと,天王星の変化とドラゴンテイルの慣れた癖が一体化し、落ち着きが止まり、動きが鈍りやすくなる,変化と独立と慣れた癖が一体化し、勢いが強まり、ブレーキが効かず行き過ぎを招く。強い一体感をどう使うかが人生の質を左右する。,TRUE,conflict,medium,0.6,0,0,天王星の変化とドラゴンテイルの慣れた癖が一体化し、落ち着きが止まり、動きが鈍りやすくなる
Uranus,DragonTail,sextile,変化と独立と慣れた癖の協調,変化と独立と慣れた癖が協力し、柔軟に切り替えやすい。,覚醒と変革を通じた既得パターンの柔軟性,覚醒と変革を通じた既得パターンの甘さ,Uranusの性質を通じて、ドラゴンテールが示す過去の癖をバランスよく周囲との関わりへ活かしやすくなります,Uranusの力を通じて、ドラゴンテールが示す既得パターンを無理なく連携させ成果へ結びつけやすくなります,与えられた機会を待つだけでなく自ら活かしにいくこと。特にUranusの才能を惰性で使わず、不要な執着を手放しながら手放しながら活かすこと,天王星の変化とドラゴンテイルの慣れた癖が自然に流れ、刷新が進み、動きが具体化しやすくなる,変化と独立と慣れた癖が協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,天王星の変化とドラゴンテイルの慣れた癖が自然に流れ、刷新が進み、動きが具体化しやすくなる
Uranus,DragonTail,square,変化と独立と慣れた癖の衝突,変化と独立と慣れた癖がぶつかり、不安定さが強まり、急な断絶が出やすい。,覚醒と変革を通じた既得パターンの成長力,覚醒と変革を通じた既得パターンの空回り,Uranusの性質を通じて、ドラゴンテールが示す過去の癖の摩擦を通じて本音の関係を学びやすくなります,Uranusの力を通じて、ドラゴンテールが示す既得パターンの緊張を課題突破のエネルギーへ変えやすくなります,衝突前に判断基準を言語化し、順序立てて動くこと,天王星の変化とドラゴンテイルの慣れた癖がぶつかるため、断絶が起きる。,変化と独立と慣れた癖がぶつかり、判断が遅れた後に焦って動き、衝突やミスを招く。摩擦を通じて判断力を磨く流れが生まれる。,TRUE,conflict,high,0.8,0,0,天王星の変化とドラゴンテイルの慣れた癖がぶつかるため、断絶が起きる
Uranus,DragonTail,trine,変化と独立と慣れた癖の調和,変化と独立と慣れた癖が調和する構造,覚醒と変革を通じた既得パターンの自然な流れ,覚醒と変革を通じた既得パターンの安住,Uranusの性質を通じて、ドラゴンテールが示す過去の癖が自然体の魅力として周囲に伝わりやすくなります,Uranusの力を通じて、ドラゴンテールが示す既得パターンをスムーズに循環させ成果へ繋げやすくなります,自然にできることを意識的に育て社会へ還元すること。特にUranusの才能を惰性で使わず、不要な執着を手放しながら手放しながら活かすこと,天王星の変化とドラゴンテイルの慣れた癖が自然に流れ、切り替えが進み、動きが具体化しやすくなる,変化と独立と慣れた癖が自然につながり、流れが整い、行動が前に進んで成果が形になる。流れを活かして成果を形にしていく流れが生まれる。,TRUE,support,low,0,0.6,0,天王星の変化とドラゴンテイルの慣れた癖が自然に流れ、切り替えが進み、動きが具体化しやすくなる
Uranus,DragonTail,opposition,変化と独立と慣れた癖の対立,変化と独立と慣れた癖が向かい合い、不安定さが強まり、急な断絶が出やすい。,覚醒と変革を通じた既得パターンの客観性,覚醒と変革を通じた既得パターンの揺れ,Uranusの性質を通じて、ドラゴンテールが示す過去の癖を相手との関わりの中で映し出しやすくなります,Uranusの力を通じて、ドラゴンテールが示す既得パターンを対外関係や調整役の中で活かしやすくなります,相手に投影するだけでなく自分の中で統合すること。特にUranusの才能を惰性で使わず、不要な執着を手放しながら手放しながら活かすこと,天王星の変化とドラゴンテイルの慣れた癖が引き裂かれるため、断絶が起きる。,変化と独立と慣れた癖が引き合い、迷いが続き、決断が遅れて機会を逃す。揺れを抱えながらも選択を積み上げる流れが生まれる。,TRUE,conflict,high,0.8,0,0,天王星の変化とドラゴンテイルの慣れた癖が引き裂かれるため、断絶が起きる
Neptune,Pluto,conjunction,理想と曖昧さと極端さと支配欲の一体化,理想と曖昧さと極端さと支配欲が一体化する構造,集中力が高まり、勢いを成果に変える前進力として活きる,勢いが強まり、ブレーキが効かず行き過ぎを招く,潜在意識レベルでの深い癒やしを周囲にもたらします,潜在意識レベルでの深い癒やしと変容を促します,現実感覚を磨き地に足の着いた生活を送ること,海王星の理想と冥王星の極端さが一体化し、流されて止まる。,理想と曖昧さと極端さと支配欲が一体化し、勢いが強まり、ブレーキが効かず行き過ぎを招く。強い一体感をどう使うかが人生の質を左右する。,TRUE,conflict,medium,0.6,0,0,海王星の理想と冥王星の極端さが一体化し、流されて止まる
Neptune,Pluto,sextile,理想と曖昧さと極端さと支配欲の協調,理想と曖昧さと極端さと支配欲が協力し、踏み込む力が支えになる。,目に見えない力の活用,合わせすぎて主体性が弱まり、判断が遅れる,目に見えない次元で他者と深く繋がり再生を促します,目に見えない力を活用し状況を再生させます,心理的な混乱を整理し明確な意思を持つこと,海王星の理想と冥王星の極端さが自然に流れ、感性が進み、動きが具体化しやすくなる,理想と曖昧さと極端さと支配欲が協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,海王星の理想と冥王星の極端さが自然に流れ、感性が進み、動きが具体化しやすくなる
Neptune,Pluto,square,理想と曖昧さと極端さと支配欲の衝突,理想と曖昧さと極端さと支配欲が衝突する構造,緊張をバネにして、粘り強く課題を突破する力として活きる,焦って動き、衝突やミスを招く,幻想を打ち砕く真理を語り深い精神性で繋がります,幻想を打ち砕き真の精神性を獲得し伝えます,幻想への耽溺を抑え真実を見極める力を養うこと,海王星の理想と冥王星の極端さがぶつかるため、判断がぼやけ、判断が遅れやすくなる,理想と曖昧さと極端さと支配欲がぶつかり、判断が遅れた後に焦って動き、衝突やミスを招く。摩擦を通じて判断力を磨く流れが生まれる。,TRUE,conflict,high,0.8,0,0,海王星の理想と冥王星の極端さがぶつかるため、判断がぼやけ、判断が遅れやすくなる
Neptune,Pluto,trine,理想と曖昧さと極端さと支配欲の調和,理想と曖昧さと極端さと支配欲が自然に調和し、再生力が支えになる。,インスピレーションの活用,流れに乗りすぎて詰めが甘くなり、成果が薄れる,高度なインスピレーションを共有し周囲を刷新します,高度なインスピレーションを社会変革に活かします,社会的な浮遊感を自覚し実務的なスキルを磨くこと,海王星の理想と冥王星の極端さが自然に流れ、受け止めが進み、動きが具体化しやすくなる,理想と曖昧さと極端さと支配欲が自然につながり、流れが整い、行動が前に進んで成果が形になる。流れを活かして成果を形にしていく流れが生まれる。,TRUE,support,low,0,0.6,0,海王星の理想と冥王星の極端さが自然に流れ、受け止めが進み、動きが具体化しやすくなる
Neptune,Pluto,opposition,理想と曖昧さと極端さと支配欲の対立,理想と曖昧さと極端さと支配欲が対立する構造,両面を見渡して調整できるため、バランスを取る力として活きる,アイデンティティの消失,深い精神的な浄化を促し周囲の魂を救済します,目に見えない次元での深い浄化を担います,アイデンティティの消失を防ぎ自分自身の核を持つこと,海王星の理想と冥王星の極端さが引き裂かれるため、判断がぼやけ、判断が遅れやすくなる,理想と曖昧さと極端さと支配欲が引き合い、迷いが続き、決断が遅れて機会を逃す。揺れを抱えながらも選択を積み上げる流れが生まれる。,TRUE,conflict,high,0.8,0,0,海王星の理想と冥王星の極端さが引き裂かれるため、判断がぼやけ、判断が遅れやすくなる
Neptune,DragonHead,conjunction,理想と曖昧さと成長方向の一体化,理想と曖昧さと成長方向が一体化し、境界が溶けやすく流されやすい。,理想と霊性を通じた成長課題の集中力,理想と霊性を通じた成長課題の偏り,Neptuneの性質を通じて、ドラゴンヘッドが示す未来志向をストレートに対人関係へ表しやすくなります,Neptuneの力を通じて、ドラゴンヘッドが示す成長方向を仕事の推進力として一体的に使いやすくなります,一体化した力を無自覚に使わず意識的に扱うこと。特にNeptuneの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,海王星の理想とドラゴンヘッドの成長方向が一体化し、流されて止まる。,理想と曖昧さと成長方向が一体化し、勢いが強まり、ブレーキが効かず行き過ぎを招く。強い一体感をどう使うかが人生の質を左右する。,TRUE,conflict,medium,0.6,0,0,海王星の理想とドラゴンヘッドの成長方向が一体化し、流されて止まる
Neptune,DragonHead,sextile,理想と曖昧さと成長方向の協調,理想と曖昧さと成長方向が協力し、直感が働きやすい。,理想と霊性を通じた成長課題の柔軟性,理想と霊性を通じた成長課題の甘さ,Neptuneの性質を通じて、ドラゴンヘッドが示す未来志向をバランスよく周囲との関わりへ活かしやすくなります,Neptuneの力を通じて、ドラゴンヘッドが示す成長方向を無理なく連携させ成果へ結びつけやすくなります,与えられた機会を待つだけでなく自ら活かしにいくこと。特にNeptuneの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,海王星の理想とドラゴンヘッドの成長方向が自然に流れ、感性が進み、動きが具体化しやすくなる,理想と曖昧さと成長方向が協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,海王星の理想とドラゴンヘッドの成長方向が自然に流れ、感性が進み、動きが具体化しやすくなる
Neptune,DragonHead,square,理想と曖昧さと成長方向の衝突,理想と曖昧さと成長方向がぶつかり、曖昧さが増え、判断がぼやけやすい。,理想と霊性を通じた成長課題の成長力,理想と霊性を通じた成長課題の空回り,Neptuneの性質を通じて、ドラゴンヘッドが示す未来志向の摩擦を通じて本音の関係を学びやすくなります,Neptuneの力を通じて、ドラゴンヘッドが示す成長方向の緊張を課題突破のエネルギーへ変えやすくなります,衝突前に判断基準を言語化し、順序立てて動くこと,海王星の理想とドラゴンヘッドの成長方向がぶつかるため、判断がぼやけ、判断が遅れやすくなる,理想と曖昧さと成長方向がぶつかり、判断が遅れた後に焦って動き、衝突やミスを招く。摩擦を通じて判断力を磨く流れが生まれる。,TRUE,conflict,high,0.8,0,0,海王星の理想とドラゴンヘッドの成長方向がぶつかるため、判断がぼやけ、判断が遅れやすくなる
Neptune,DragonHead,trine,理想と霊性とドラゴンヘッドの自然調和,理想と曖昧さと成長方向が自然に調和し、感性が支えになる。,理想と霊性を通じた成長課題の自然な流れ,理想と霊性を通じた成長課題の安住,Neptuneの性質を通じて、ドラゴンヘッドが示す未来志向が自然体の魅力として周囲に伝わりやすくなります,Neptuneの力を通じて、ドラゴンヘッドが示す成長方向をスムーズに循環させ成果へ繋げやすくなります,自然にできることを意識的に育て社会へ還元すること。特にNeptuneの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,海王星の理想とドラゴンヘッドの成長方向が自然に流れ、受け止めが進み、動きが具体化しやすくなる,理想と曖昧さと成長方向が自然につながり、流れが整い、行動が前に進んで成果が形になる。流れを活かして成果を形にしていく流れが生まれる。,TRUE,support,low,0,0.6,0,海王星の理想とドラゴンヘッドの成長方向が自然に流れ、受け止めが進み、動きが具体化しやすくなる
Neptune,DragonHead,opposition,理想と曖昧さと成長方向の対立,理想と曖昧さと成長方向が向かい合い、曖昧さが増え、判断がぼやけやすい。,理想と霊性を通じた成長課題の客観性,理想と霊性を通じた成長課題の揺れ,Neptuneの性質を通じて、ドラゴンヘッドが示す未来志向を相手との関わりの中で映し出しやすくなります,Neptuneの力を通じて、ドラゴンヘッドが示す成長方向を対外関係や調整役の中で活かしやすくなります,相手に投影するだけでなく自分の中で統合すること。特にNeptuneの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,海王星の理想とドラゴンヘッドの成長方向が引き裂かれるため、判断がぼやけ、判断が遅れやすくなる,理想と曖昧さと成長方向が引き合い、迷いが続き、決断が遅れて機会を逃す。揺れを抱えながらも選択を積み上げる流れが生まれる。,TRUE,conflict,high,0.8,0,0,海王星の理想とドラゴンヘッドの成長方向が引き裂かれるため、判断がぼやけ、判断が遅れやすくなる
Neptune,DragonTail,conjunction,理想と曖昧さと慣れた癖の一体化,理想と曖昧さと慣れた癖が一体化し、境界が溶けやすく流されやすい。,理想と霊性を通じた既得パターンの集中力,理想と霊性を通じた既得パターンの偏り,Neptuneの性質を通じて、ドラゴンテールが示す過去の癖をストレートに対人関係へ表しやすくなります,Neptuneの力を通じて、ドラゴンテールが示す既得パターンを仕事の推進力として一体的に使いやすくなります,一体化した力を無自覚に使わず意識的に扱うこと。特にNeptuneの才能を惰性で使わず、不要な執着を手放しながら手放しながら活かすこと,海王星の理想とドラゴンテイルの慣れた癖が一体化し、流されて止まる。,理想と曖昧さと慣れた癖が一体化し、勢いが強まり、ブレーキが効かず行き過ぎを招く。強い一体感をどう使うかが人生の質を左右する。,TRUE,conflict,medium,0.6,0,0,海王星の理想とドラゴンテイルの慣れた癖が一体化し、流されて止まる
Neptune,DragonTail,sextile,理想と曖昧さと慣れた癖の協調,理想と曖昧さと慣れた癖が協力し、直感が働きやすい。,理想と霊性を通じた既得パターンの柔軟性,理想と霊性を通じた既得パターンの甘さ,Neptuneの性質を通じて、ドラゴンテールが示す過去の癖をバランスよく周囲との関わりへ活かしやすくなります,Neptuneの力を通じて、ドラゴンテールが示す既得パターンを無理なく連携させ成果へ結びつけやすくなります,与えられた機会を待つだけでなく自ら活かしにいくこと。特にNeptuneの才能を惰性で使わず、不要な執着を手放しながら手放しながら活かすこと,海王星の理想とドラゴンテイルの慣れた癖が自然に流れ、感性が進み、動きが具体化しやすくなる,理想と曖昧さと慣れた癖が協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,海王星の理想とドラゴンテイルの慣れた癖が自然に流れ、感性が進み、動きが具体化しやすくなる
Neptune,DragonTail,square,理想と曖昧さと慣れた癖の衝突,理想と曖昧さと慣れた癖がぶつかり、曖昧さが増え、判断がぼやけやすい。,理想と霊性を通じた既得パターンの成長力,理想と霊性を通じた既得パターンの空回り,Neptuneの性質を通じて、ドラゴンテールが示す過去の癖の摩擦を通じて本音の関係を学びやすくなります,Neptuneの力を通じて、ドラゴンテールが示す既得パターンの緊張を課題突破のエネルギーへ変えやすくなります,衝突前に判断基準を言語化し、順序立てて動くこと,海王星の理想とドラゴンテイルの慣れた癖がぶつかるため、判断がぼやけ、判断が遅れやすくなる,理想と曖昧さと慣れた癖がぶつかり、判断が遅れた後に焦って動き、衝突やミスを招く。摩擦を通じて判断力を磨く流れが生まれる。,TRUE,conflict,high,0.8,0,0,海王星の理想とドラゴンテイルの慣れた癖がぶつかるため、判断がぼやけ、判断が遅れやすくなる
Neptune,DragonTail,trine,理想と曖昧さと慣れた癖の調和,理想と曖昧さと慣れた癖が自然に調和し、感性が支えになる。,理想と霊性を通じた既得パターンの自然な流れ,理想と霊性を通じた既得パターンの安住,Neptuneの性質を通じて、ドラゴンテールが示す過去の癖が自然体の魅力として周囲に伝わりやすくなります,Neptuneの力を通じて、ドラゴンテールが示す既得パターンをスムーズに循環させ成果へ繋げやすくなります,自然にできることを意識的に育て社会へ還元すること。特にNeptuneの才能を惰性で使わず、不要な執着を手放しながら手放しながら活かすこと,海王星の理想とドラゴンテイルの慣れた癖が自然に流れ、受け止めが進み、動きが具体化しやすくなる,理想と曖昧さと慣れた癖が自然につながり、流れが整い、行動が前に進んで成果が形になる。流れを活かして成果を形にしていく流れが生まれる。,TRUE,support,low,0,0.6,0,海王星の理想とドラゴンテイルの慣れた癖が自然に流れ、受け止めが進み、動きが具体化しやすくなる
Neptune,DragonTail,opposition,理想と曖昧さと慣れた癖の対立,理想と曖昧さと慣れた癖が向かい合い、曖昧さが増え、判断がぼやけやすい。,理想と霊性を通じた既得パターンの客観性,理想と霊性を通じた既得パターンの揺れ,Neptuneの性質を通じて、ドラゴンテールが示す過去の癖を相手との関わりの中で映し出しやすくなります,Neptuneの力を通じて、ドラゴンテールが示す既得パターンを対外関係や調整役の中で活かしやすくなります,相手に投影するだけでなく自分の中で統合すること。特にNeptuneの才能を惰性で使わず、不要な執着を手放しながら手放しながら活かすこと,海王星の理想とドラゴンテイルの慣れた癖が引き裂かれるため、判断がぼやけ、判断が遅れやすくなる,理想と曖昧さと慣れた癖が引き合い、迷いが続き、決断が遅れて機会を逃す。揺れを抱えながらも選択を積み上げる流れが生まれる。,TRUE,conflict,high,0.8,0,0,海王星の理想とドラゴンテイルの慣れた癖が引き裂かれるため、判断がぼやけ、判断が遅れやすくなる
Pluto,DragonHead,conjunction,極端さと支配欲と成長方向の一体化,極端さと支配欲と成長方向が一体化する構造,宿命的変容を通じた成長課題の集中力,宿命的変容を通じた成長課題の偏り,Plutoの性質を通じて、ドラゴンヘッドが示す未来志向をストレートに対人関係へ表しやすくなります,Plutoの力を通じて、ドラゴンヘッドが示す成長方向を仕事の推進力として一体的に使いやすくなります,一体化した力を無自覚に使わず意識的に扱うこと。特にPlutoの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,冥王星の極端さとドラゴンヘッドの成長方向が一体化し、執着が深まり、手放しにくくなる,極端さと支配欲と成長方向が一体化し、勢いが強まり、ブレーキが効かず行き過ぎを招く。強い一体感をどう使うかが人生の質を左右する。,TRUE,conflict,medium,0.6,0,0,冥王星の極端さとドラゴンヘッドの成長方向が一体化し、執着が深まり、手放しにくくなる
Pluto,DragonHead,sextile,極端さと支配欲と成長方向の協調,極端さと支配欲と成長方向が協力し、踏み込む力が支えになる。,宿命的変容を通じた成長課題の柔軟性,宿命的変容を通じた成長課題の甘さ,Plutoの性質を通じて、ドラゴンヘッドが示す未来志向をバランスよく周囲との関わりへ活かしやすくなります,Plutoの力を通じて、ドラゴンヘッドが示す成長方向を無理なく連携させ成果へ結びつけやすくなります,与えられた機会を待つだけでなく自ら活かしにいくこと。特にPlutoの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,冥王星の極端さとドラゴンヘッドの成長方向が自然に流れ、変化が進み、動きが具体化しやすくなる,極端さと支配欲と成長方向が協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,冥王星の極端さとドラゴンヘッドの成長方向が自然に流れ、変化が進み、動きが具体化しやすくなる
Pluto,DragonHead,square,極端さと支配欲と成長方向の衝突,極端さと支配欲と成長方向が衝突する構造,宿命的変容を通じた成長課題の成長力,宿命的変容を通じた成長課題の空回り,Plutoの性質を通じて、ドラゴンヘッドが示す未来志向の摩擦を通じて本音の関係を学びやすくなります,Plutoの力を通じて、ドラゴンヘッドが示す成長方向の緊張を課題突破のエネルギーへ変えやすくなります,衝突前に判断基準を言語化し、順序立てて動くこと,冥王星の極端さとドラゴンヘッドの成長方向がぶつかるため、衝突が増え、判断が早まりミスや衝突が起こりやすくなる,極端さと支配欲と成長方向がぶつかり、判断が遅れた後に焦って動き、衝突やミスを招く。摩擦を通じて判断力を磨く流れが生まれる。,TRUE,direction,high,0.75,0.05,0.95,冥王星の極端さとドラゴンヘッドの成長方向がぶつかるため、衝突が増え、判断が早まりミスや衝突が起こりやすくなる
Pluto,DragonHead,trine,宿命的変容とドラゴンヘッドの自然調和,極端さと支配欲と成長方向が自然に調和し、再生力が支えになる。,宿命的変容を通じた成長課題の自然な流れ,宿命的変容を通じた成長課題の安住,Plutoの性質を通じて、ドラゴンヘッドが示す未来志向が自然体の魅力として周囲に伝わりやすくなります,Plutoの力を通じて、ドラゴンヘッドが示す成長方向をスムーズに循環させ成果へ繋げやすくなります,自然にできることを意識的に育て社会へ還元すること。特にPlutoの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,冥王星の極端さとドラゴンヘッドの成長方向が自然に流れ、踏み込みが進み、動きが具体化しやすくなる,極端さと支配欲と成長方向が自然につながり、流れが整い、行動が前に進んで成果が形になる。流れを活かして成果を形にしていく流れが生まれる。,TRUE,support,low,0,0.6,0,冥王星の極端さとドラゴンヘッドの成長方向が自然に流れ、踏み込みが進み、動きが具体化しやすくなる
Pluto,DragonHead,opposition,極端さと支配欲と成長方向の対立,極端さと支配欲と成長方向が対立する構造,宿命的変容を通じた成長課題の客観性,宿命的変容を通じた成長課題の揺れ,Plutoの性質を通じて、ドラゴンヘッドが示す未来志向を相手との関わりの中で映し出しやすくなります,Plutoの力を通じて、ドラゴンヘッドが示す成長方向を対外関係や調整役の中で活かしやすくなります,相手に投影するだけでなく自分の中で統合すること。特にPlutoの力を、慣れたやり方ではなく未来へ向かう形で伸ばしていくこと,冥王星の極端さとドラゴンヘッドの成長方向が引き裂かれるため、極端さが増え、判断が早まりミスや衝突が起こりやすくなる,極端さと支配欲と成長方向が引き合い、迷いが続き、決断が遅れて機会を逃す。揺れを抱えながらも選択を積み上げる流れが生まれる。,TRUE,direction,high,0.75,0.05,0.95,冥王星の極端さとドラゴンヘッドの成長方向が引き裂かれるため、極端さが増え、判断が早まりミスや衝突が起こりやすくなる
Pluto,DragonTail,conjunction,極端さと支配欲と慣れた癖の一体化,極端さと支配欲と慣れた癖が一体化する構造,宿命的変容を通じた既得パターンの集中力,宿命的変容を通じた既得パターンの偏り,Plutoの性質を通じて、ドラゴンテールが示す過去の癖をストレートに対人関係へ表しやすくなります,Plutoの力を通じて、ドラゴンテールが示す既得パターンを仕事の推進力として一体的に使いやすくなります,一体化した力を無自覚に使わず意識的に扱うこと。特にPlutoの才能を惰性で使わず、不要な執着を手放しながら手放しながら活かすこと,冥王星の極端さとドラゴンテイルの慣れた癖が一体化し、執着が深まり、手放しにくくなる,極端さと支配欲と慣れた癖が一体化し、勢いが強まり、ブレーキが効かず行き過ぎを招く。強い一体感をどう使うかが人生の質を左右する。,TRUE,conflict,medium,0.6,0,0,冥王星の極端さとドラゴンテイルの慣れた癖が一体化し、執着が深まり、手放しにくくなる
Pluto,DragonTail,sextile,極端さと支配欲と慣れた癖の協調,極端さと支配欲と慣れた癖が協力し、踏み込む力が支えになる。,宿命的変容を通じた既得パターンの柔軟性,宿命的変容を通じた既得パターンの甘さ,Plutoの性質を通じて、ドラゴンテールが示す過去の癖をバランスよく周囲との関わりへ活かしやすくなります,Plutoの力を通じて、ドラゴンテールが示す既得パターンを無理なく連携させ成果へ結びつけやすくなります,与えられた機会を待つだけでなく自ら活かしにいくこと。特にPlutoの才能を惰性で使わず、不要な執着を手放しながら手放しながら活かすこと,冥王星の極端さとドラゴンテイルの慣れた癖が自然に流れ、変化が進み、動きが具体化しやすくなる,極端さと支配欲と慣れた癖が協力し、補い合って具体化が進み、成果が形になる。工夫を積み重ねて現実に落とし込む流れが生まれる。,TRUE,support,low,0,0.6,0,冥王星の極端さとドラゴンテイルの慣れた癖が自然に流れ、変化が進み、動きが具体化しやすくなる
