"planet1","planet2","aspect","テーマ","核となる意味","長所","注意点","対人での出方","仕事での出方","成長のコツ","要約","解釈文","use_in_section","role","priority","conflict_weight","support_weight","direction_weight","sec5_conflict","sec5_direction","sec8_conflict","sec8_direction"
"Saturn","DragonTail","square","制限と責任と慣れた癖の衝突","土星とドラゴンテイルの制限と過去パターンがぶつかりやすい関係です。","課題と責任を通じた既得パターンの成長力","課題と責任を通じた既得パターンの空回り","Saturnの性質を通じて、ドラゴンテールが示す過去の癖の摩擦を通じて本音の関係を学びやすくなります","Saturnの力を通じて、ドラゴンテールが示す既得パターンの緊張を課題突破のエネルギーへ変えやすくなります","チェック項目を先に作ることと、慣れた手順の基準を整理することで、衝突を避けやすくなります","土星とドラゴンテイルがぶつかりやすく、制限と慣れが衝突しやすいです。","制限と責任と慣れた癖の衝突の葛藤が長期的に繰り返されやすく、対外的な関わりでは摩擦が表に出やすいです。","TRUE","conflict","high","0.8","0","0","慣れたやり方に固執することを続けると、判断が荒れやすくなり、結果として機会を逃しやすいです","既存の制御の流れを調整することで、行き過ぎを減らしやすくなります。","制限と責任と慣れた癖の衝突の葛藤が長期的に繰り返されやすく、対外的な関わりでは摩擦が表に出やすいです。","慣れた制限や我慢に戻りやすい場面を見直すことで、今の自分に合う責任の持ち方が育ちます。"
"Saturn","DragonTail","trine","制限と責任と慣れた癖の調和","土星とドラゴンテイルの制限と過去パターンが自然に調和する関係です。","課題と責任を通じた既得パターンの自然な流れ","課題と責任を通じた既得パターンの安住","Saturnの性質を通じて、ドラゴンテールが示す過去の癖が自然体の魅力として周囲に伝わりやすくなります","Saturnの力を通じて、ドラゴンテールが示す既得パターンをスムーズに循環させ成果へ繋げやすくなります","期限と基準を明確にすることと、慣れた手順の基準を整理することで、詰めの甘さを防ぎやすくなります","土星とドラゴンテイルが自然に通じ合い、責任と過去パターンの流れが滑らかになりやすいです。","制限と責任と慣れた癖の調和が無理なく現れやすく、長期的には得意分野が固まりやすいです。","TRUE","support","low","0","0.6","0","慎重になり過ぎることを続けると、確認が不足しやすくなり、結果として同じ失敗を繰り返しやすいです","過去の制限と現在の判断を切り分けることで、無理のない前進につなげやすくなります。","制限と責任と慣れた癖の調和が無理なく現れやすく、長期的には得意分野が固まりやすいです。","過去から身につけた忍耐力を自然に活かし、現実的な判断へつなげやすい配置です。"
"Saturn","DragonTail","opposition","制限と責任と慣れた癖の対立","土星とドラゴンテイルの制限と過去パターンが向かい合う関係です。","課題と責任を通じた既得パターンの客観性","課題と責任を通じた既得パターンの揺れ","Saturnの性質を通じて、ドラゴンテールが示す過去の癖を相手との関わりの中で映し出しやすくなります","Saturnの力を通じて、ドラゴンテールが示す既得パターンを対外関係や調整役の中で活かしやすくなります","順序と責任を明確にすることと、慣れた手順の基準を整理することの優先を決めて進めることで、迷いを抑えやすくなります","土星とドラゴンテイルが引き合い、制限と慣れが行き来しやすいです。","制限と責任と慣れた癖の対立が両立の課題として現れやすく、日常の選択で迷いが増えやすいです。","TRUE","conflict","high","0.8","0","0","慣れたやり方に固執することを続けると、判断が揺れやすくなり、結果として機会を逃しやすいです","過去の影響を整理することで、ズレを減らしやすくなります。","制限と責任と慣れた癖の対立が両立の課題として現れやすく、日常の選択で迷いが増えやすいです。","過去の責任感と現在の目的を切り分けることで、同じ負担を繰り返しにくくなります。"
"Uranus","Neptune","conjunction","変化と独立と理想と曖昧さの一体化","天王星と海王星の変化と理想が強く重なる関係です。","未来ビジョンの構築","現実離れした構想","直感的な未来ビジョンを語り周囲に自由を与えます","直感的なひらめきで未来のビジョンを描きます","勢いに流されないように、新しい案は試作してから提案することと、曖昧な点を質問で確認することを先に決めてから動くことで、暴走を抑えやすくなります","天王星と海王星が一体化し、独自性と曖昧さが強く出やすいです。","変化と独立と理想と曖昧さの一体化が一本化して現れやすく、対外的な関わりでは主導権を取りやすいです。","TRUE","conflict","medium","0.6","0","0","変化を急ぎ過ぎることを続けると、判断が偏りやすくなり、結果としてやり直しが増えやすいです","変化と理想を切り分けることで、判断の曖昧さを減らしやすくなります。","変化と独立と理想と曖昧さの一体化が一本化して現れやすく、対外的な関わりでは主導権を取りやすいです。","変化と理想が重なりやすく、新しい時代感覚や夢を現実へ翻訳する力が育っていきます。"
"Uranus","Neptune","sextile","変化と独立と理想と曖昧さの協調","天王星と海王星の変化と理想が穏やかに噛み合う関係です。","癒やしへの技術活用","感情の軽視","先進的な技術や感性を用いて周囲を癒やし刷新します","先進的な技術を癒やしや芸術に柔軟に活用します","変化の扱い方を整理することと、曖昧な点を質問で明確にすることで、判断の遅れを減らしやすくなります","天王星と海王星が補い合い、変化と理想が実務的に回りやすいです。","新しい発想と理想が結びつきやすく、曖昧な願いを別の視点から形にする助けになります。","TRUE","support","low","0","0.6","0","曖昧なまま進めることを続けると、判断が緩くなりやすくなり、結果として摩擦が出やすいです","イメージを具体化することで、現実的な変化につなげやすくなります。","変化と独立と理想と曖昧さの協調が穏やかに進みやすく、判断の場面では現実的な折衷が選ばれやすいです。","イメージを具体的な変化へつなげる力があり、理想を新しい形で実現しやすい配置です。"
"Uranus","Neptune","square","変化と独立と理想と曖昧さの衝突","天王星と海王星の変化と理想がぶつかりやすい関係です。","アイデアの実用化","持続力の欠如","摩擦を恐れず独創的な提案で現状の打破を促します","突飛なアイデアを実用化するために試行錯誤します","変更点を先に共有することと、曖昧な点を質問で明確にすることで、判断の乱れを抑えやすくなります","天王星と海王星が緊張しやすく、独自性と曖昧さが不安定になりやすいです。","変化と独立と理想と曖昧さの衝突が偏りとして現れやすく、長期的には偏りと反動が繰り返されやすいです。","TRUE","conflict","high","0.8","0","0","変化を急ぎ過ぎることを続けると、判断が荒れやすくなり、結果としてやり直しが増えやすいです","不確実な変化が起きる場面では一度整理することで、行き過ぎた判断を防ぎやすくなります。","変化と独立と理想と曖昧さの衝突が偏りとして現れやすく、長期的には偏りと反動が繰り返されやすいです。","不確実な変化に流されやすい場面を見直すことで、理想を現実的な選択へ整えられます。"
"Uranus","Neptune","trine","変化と独立と理想と曖昧さの調和","天王星と海王星の変化と理想が自然に調和する関係です。","先見的な理想構想","周囲の理解不足","先見の明を持ってユニークな人々と理想を共有します","先見の明を持ちながら理想の世界を構想します","新しい案は試作してから提案することと、曖昧な点を質問で明確にすることで、精度を保ちやすくなります","天王星と海王星の流れが安定し、変化と理想が自然に伸びやすいです。","変化と独立と理想と曖昧さの調和が伸びやすい筋として現れやすいです。","TRUE","support","low","0","0.6","0","曖昧なまま進めることを続けると、確認が不足しやすくなり、結果として摩擦が出やすいです","理想と変化を結びつけることで、無理のない進行につなげやすくなります。","変化と独立と理想と曖昧さの調和が伸びやすい筋として現れやすいです。","理想と変化が自然につながり、新しい感性を無理なく人生へ取り入れやすい配置です。"
"Uranus","Neptune","opposition","変化と独立と理想と曖昧さの対立","天王星と海王星の変化と理想が向かい合う関係です。","自由と理想の調整","集団からの乖離","集団の個性を尊重しつつ柔軟な刷新を働きかけます","集団の理想と個人の自由を調整しつつ進めます","変化の扱い方を整理することと、曖昧な点を質問で明確にすることで、決断を早めやすくなります","天王星と海王星が対極に働き、独自性と曖昧さのバランスが課題になりやすいです。","変化と独立と理想と曖昧さの対立が二極で現れやすく、周囲からは二面性として映りやすいです。","TRUE","conflict","high","0.8","0","0","変化を急ぎ過ぎることを続けると、判断が揺れやすくなり、結果としてやり直しが増えやすいです","理想と現実の差を見直すことで、変化のブレを減らしやすくなります。","変化と独立と理想と曖昧さの対立が二極で現れやすく、周囲からは二面性として映りやすいです。","理想と現実の差を見直すことで、変化への憧れを具体的な方向へ向けられます。"
"Uranus","Pluto","conjunction","変化と独立と極端さと支配欲の一体化","天王星と冥王星の変化と深さが強く重なる関係です。","社会の根底刷新","急進的な破壊","常識を打ち破る衝撃を与え社会の根底を揺さぶります","圧倒的な衝撃を持って社会の根底を刷新します","変化の扱い方を整理することと、本題から外れたら戻す合図を作ることで、行き過ぎを抑えやすくなります","天王星と冥王星が一体化し、変化と深さが強く出やすいです。","節目ごとに変化と独立と極端さと支配欲の一体化が前面に出やすく、対外的な関わりでは主導権を取りやすいです。","TRUE","conflict","medium","0.6","0","0","一つに集中し過ぎることを続けると、判断が偏りやすくなり、結果として摩擦が出やすいです","強い変化エネルギーを扱うことで、行き過ぎた展開を防ぎやすくなります。","節目ごとに変化と独立と極端さと支配欲の一体化が前面に出やすく、対外的な関わりでは主導権を取りやすいです。","強い変化の力が重なりやすく、人生の古い構造を根本から作り替える転機として表れます。"
"Uranus","Pluto","sextile","変化と独立と極端さと支配欲の協調","天王星と冥王星の変化と深さが穏やかに噛み合う関係です。","改革の計画的活用","変化への戸惑い","改革を計画的に進めることで周囲に変化を促します","改革のエネルギーを計画的に管理し活用します","スムーズさに甘えないように、変更点を先に共有することと、本題から外れたら戻す合図を作ることを決めて進めることで、形にしやすくなります","天王星と冥王星が補い合い、独自性と極端さが実務的に回りやすいです。","変化を起こす力と深く作り替える力が結びつきやすく、課題の根本を見直す助けになります。","TRUE","support","low","0","0.6","0","変化を急ぎ過ぎることを続けると、判断が緩くなりやすくなり、結果として関係がこじれやすいです","影響の大きい変化を整理することで、安定した進行につなげやすくなります。","変化と独立と極端さと支配欲の協調が機会として現れやすく、判断の場面では現実的な折衷が選ばれやすいです。","影響の大きい変化を整理して扱う力があり、根本的な更新を現実に進めやすい配置です。"
"Uranus","Pluto","square","変化と独立と極端さと支配欲の衝突","天王星と冥王星の変化と深さがぶつかりやすい関係です。","摩擦を糧にする飛躍","突発的なトラブル","衝突を飛躍の糧に変えるダイナミックな関わりをします","急激な変化による摩擦を糧に飛躍を遂げます","新しい案は試作してから提案することと、本題から外れたら戻す合図を作ることで、行き違いを減らしやすくなります","天王星と冥王星が緊張しやすく、変化と深さが不安定になりやすいです。","変化と独立と極端さと支配欲の衝突に迷いが生じやすく、長期的には偏りと反動が繰り返されやすいです。","TRUE","conflict","high","0.8","0","0","一つに集中し過ぎることを続けると、判断が荒れやすくなり、結果として摩擦が出やすいです","変化が強く出る場面では一度整理することで、行き過ぎを防ぎやすくなります。","変化と独立と極端さと支配欲の衝突に迷いが生じやすく、長期的には偏りと反動が繰り返されやすいです。","変化が強く出る場面を見直すことで、壊すだけでなく作り替える力へ変えられます。"
"Uranus","Pluto","trine","変化と独立と極端さと支配欲の調和","天王星と冥王星の変化と深さが自然に調和する関係です。","変革才能のスムーズな発揮","一貫性の欠如","変革の才能を発揮し周囲を新しい次元へ導きます","変革の才能をスムーズに発揮し周囲を導きます","楽に進む分、小さく試してから広げることと、本題から外れたら戻す合図を作ることをあえて行うことで、成果を安定させやすくなります","天王星と冥王星の流れが安定し、独自性と極端さが自然に伸びやすいです。","変化と独立と極端さと支配欲の調和が自然に流れやすく、日常の選択で流れに沿った動きが増えやすいです。","TRUE","support","low","0","0.6","0","変化を急ぎ過ぎることを続けると、確認が不足しやすくなり、結果として関係がこじれやすいです","変化の強さに応じて負荷を調整することで、安定した進行を維持しやすくなります。","変化と独立と極端さと支配欲の調和が自然に流れやすく、日常の選択で流れに沿った動きが増えやすいです。","変化を起こす力と深く作り替える力が自然につながり、人生の刷新を進めやすい配置です。"
"Uranus","Pluto","opposition","変化と独立と極端さと支配欲の対立","天王星と冥王星の変化と深さが向かい合う関係です。","常識の打破","強い社会圧力","強い変革圧力を持って社会の不平等を刷新します","古い常識を打ち破るための強い圧力をかけます","変更点を先に共有することと、本題から外れたら戻す合図を作ることで、判断のブレを減らしやすくなります","天王星と冥王星が対極に働き、変化と深さのバランスが課題になりやすいです。","人生全体で変化と独立と極端さと支配欲の対立が引き合いとして出やすく、周囲からは二面性として映りやすいです。","TRUE","conflict","high","0.8","0","0","一つに集中し過ぎることを続けると、判断が揺れやすくなり、結果として摩擦が出やすいです","変化を急ぎすぎたり影響力を強めすぎたりせず、壊すものと残すものを見極めることが課題になります。","人生全体で変化と独立と極端さと支配欲の対立が引き合いとして出やすく、周囲からは二面性として映りやすいです。","変化したい力と影響力の強さを調整することで、極端になりすぎない刷新の形が育ちます。"
"Uranus","DragonHead","conjunction","変化と独立と成長方向の一体化","天王星とドラゴンヘッドの変化と成長方向が強く重なる関係です。","覚醒と変革を通じた成長課題の集中力","覚醒と変革を通じた成長課題の偏り","Uranusの性質を通じて、ドラゴンヘッドが示す未来志向をストレートに対人関係へ表しやすくなります","Uranusの力を通じて、ドラゴンヘッドが示す成長方向を仕事の推進力として一体的に使いやすくなります","変更点を先に共有することと、新しい挑戦を一つ選ぶことで、偏りを整えやすくなります","天王星とドラゴンヘッドの働きが強く重なり、独自性と成長方向が一方向にまとまりやすいです。","変化と独立と成長方向の一体化が人生の中心に集まりやすく、人生の節目で一つの方向に勢いが集まりやすいです。","TRUE","conflict","medium","0.6","0","0","変化を急ぎ過ぎることを続けると、判断が偏りやすくなり、結果として失敗が増えやすいです","変化の方向性を見直すことで、ズレを減らしやすくなります。","変化と独立と成長方向の一体化が人生の中心に集まりやすく、人生の節目で一つの方向に勢いが集まりやすいです。","変化の力を未来の方向へ向けることで、新しい生き方を選び取る力が育っていきます。"
"Uranus","DragonHead","sextile","変化と独立と成長方向の協調","天王星とドラゴンヘッドの変化と成長方向が穏やかに噛み合う関係です。","覚醒と変革を通じた成長課題の柔軟性","覚醒と変革を通じた成長課題の甘さ","Uranusの性質を通じて、ドラゴンヘッドが示す未来志向をバランスよく周囲との関わりへ活かしやすくなります","Uranusの力を通じて、ドラゴンヘッドが示す成長方向を無理なく連携させ成果へ結びつけやすくなります","新しい案は試作してから提案することと、新しい挑戦を一つ選ぶことで、実行力を保ちやすくなります","天王星とドラゴンヘッドが噛み合いやすく、変化と挑戦の調整が進みやすいです。","変化や独自性を未来の成長方向へつなげやすく、新しい選択を取り入れやすい配置です。","TRUE","support","low","0","0.6","0","新しい方向に急ぎ過ぎることを続けると、判断が緩くなりやすくなり、結果として摩擦が出やすいです","変化と目的の一致を確認することで、安定した進行につなげやすくなります。","変化と独立と成長方向の協調が協調的に働きやすく、周囲との協調が自然に進みやすいです。","変化と目的を結びつける力があり、新しい選択を未来の成長へつなげやすい配置です。"
"Uranus","DragonHead","square","変化と独立と成長方向の衝突","天王星とドラゴンヘッドの変化と成長方向がぶつかりやすい関係です。","覚醒と変革を通じた成長課題の成長力","覚醒と変革を通じた成長課題の空回り","Uranusの性質を通じて、ドラゴンヘッドが示す未来志向の摩擦を通じて本音の関係を学びやすくなります","Uranusの力を通じて、ドラゴンヘッドが示す成長方向の緊張を課題突破のエネルギーへ変えやすくなります","焦りで押し切らないように、小さく試してから広げることと、新しい挑戦を一つ選ぶことを決めてから動くことで、ミスを減らしやすくなります","天王星とドラゴンヘッドがぶつかりやすく、独自性と成長方向が衝突しやすいです。","変化と独立と成長方向の衝突の葛藤が長期的に繰り返されやすく、人間関係では衝突やすれ違いが起こりやすいです。","TRUE","conflict","high","0.8","0","0","変化を急ぎ過ぎることを続けると、判断が荒れやすくなり、結果として失敗が増えやすいです","変化の進め方を調整することで、無理のない継続につなげやすくなります。","変化と独立と成長方向の衝突の葛藤が長期的に繰り返されやすく、人間関係では衝突やすれ違いが起こりやすいです。","変化の進め方を見直す経験を通して、独自性を未来の目的へ合わせていけます。"
"Uranus","DragonHead","trine","覚醒と変革とドラゴンヘッドの自然調和","天王星とドラゴンヘッドの変化と成長方向が自然に調和する関係です。","覚醒と変革を通じた成長課題の自然な流れ","覚醒と変革を通じた成長課題の安住","Uranusの性質を通じて、ドラゴンヘッドが示す未来志向が自然体の魅力として周囲に伝わりやすくなります","Uranusの力を通じて、ドラゴンヘッドが示す成長方向をスムーズに循環させ成果へ繋げやすくなります","変更点を先に共有することと、新しい挑戦を一つ選ぶことで、確認不足を減らしやすくなります","天王星とドラゴンヘッドが自然に通じ合い、変化と挑戦の流れが滑らかになりやすいです。","覚醒と変革とドラゴンヘッドの自然調和が無理なく現れやすく、周囲からは滑らかな運びとして見られやすいです。","TRUE","support","low","0","0.6","0","新しい方向に急ぎ過ぎることを続けると、確認が不足しやすくなり、結果として摩擦が出やすいです","判断の軸を整えることで、方向性のブレを減らしやすくなります。","覚醒と変革とドラゴンヘッドの自然調和が無理なく現れやすく、周囲からは滑らかな運びとして見られやすいです。","独自性と未来の方向性が自然につながり、新しい道を選びやすい配置です。"
"Uranus","DragonHead","opposition","変化と独立と成長方向の対立","天王星とドラゴンヘッドの変化と成長方向が向かい合う関係です。","覚醒と変革を通じた成長課題の客観性","覚醒と変革を通じた成長課題の揺れ","Uranusの性質を通じて、ドラゴンヘッドが示す未来志向を相手との関わりの中で映し出しやすくなります","Uranusの力を通じて、ドラゴンヘッドが示す成長方向を対外関係や調整役の中で活かしやすくなります","新しい案は試作してから提案することと、新しい挑戦を一つ選ぶことで、偏りを整えやすくなります","天王星とドラゴンヘッドが引き合い、独自性と成長方向が行き来しやすいです。","変化と独立と成長方向の対立が両立の課題として現れやすく、社会的な場ではバランス調整が求められやすいです。","TRUE","conflict","high","0.8","0","0","変化を急ぎ過ぎることを続けると、判断が揺れやすくなり、結果として失敗が増えやすいです","変化と目的のバランスを見直すことで、安定した進行を保ちやすくなります。","変化と独立と成長方向の対立が両立の課題として現れやすく、社会的な場ではバランス調整が求められやすいです。","変化したい気持ちと未来の目的を調整することで、自分らしい成長の形が見えてきます。"
"Uranus","DragonTail","conjunction","変化と独立と慣れた癖の一体化","天王星とドラゴンテイルの変化と過去パターンが強く重なる関係です。","覚醒と変革を通じた既得パターンの集中力","覚醒と変革を通じた既得パターンの偏り","Uranusの性質を通じて、ドラゴンテールが示す過去の癖をストレートに対人関係へ表しやすくなります","Uranusの力を通じて、ドラゴンテールが示す既得パターンを仕事の推進力として一体的に使いやすくなります","新しい案は試作してから提案することと、同じパターンを続けたら中断することで、走り過ぎを防ぎやすくなります","天王星とドラゴンテイルが一体化し、変化と慣れが強く出やすいです。","変化と独立と慣れた癖の一体化が人生の中心に集まりやすく、周囲からは強い推進力として映りやすいです。","TRUE","conflict","medium","0.6","0","0","慣れたやり方に固執することを続けると、判断が偏りやすくなり、結果として摩擦が出やすいです","過去の変化パターンを整理することで、同じ変動を繰り返しにくくなります。","変化と独立と慣れた癖の一体化が人生の中心に集まりやすく、周囲からは強い推進力として映りやすいです。","過去の変化パターンを見直すことで、反射的な反発ではなく新しい選択へ進みやすくなります。"
"Uranus","DragonTail","sextile","変化と独立と慣れた癖の協調","天王星とドラゴンテイルの変化と過去パターンが穏やかに噛み合う関係です。","覚醒と変革を通じた既得パターンの柔軟性","覚醒と変革を通じた既得パターンの甘さ","Uranusの性質を通じて、ドラゴンテールが示す過去の癖をバランスよく周囲との関わりへ活かしやすくなります","Uranusの力を通じて、ドラゴンテールが示す既得パターンを無理なく連携させ成果へ結びつけやすくなります","変化の扱い方を整理することと、同じパターンを続けたら中断することで、主体性を保ちやすくなります","天王星とドラゴンテイルが補い合い、独自性と過去パターンが実務的に回りやすいです。","慣れた変化の起こし方や独自性を活かしながら、無理なく課題に対応しやすい配置です。","TRUE","support","low","0","0.6","0","変化を急ぎ過ぎることを続けると、判断が緩くなりやすくなり、結果として同じ失敗を繰り返しやすいです","変化の反応傾向を見直すことで、安定した進行につなげやすくなります。","変化と独立と慣れた癖の協調が協調的に働きやすく、日常の選択で無理のない整合が取れやすいです。","これまでの独自性や変化への対応力を活かしながら、無理なく課題に向き合いやすい配置です。"
"Uranus","DragonTail","square","変化と独立と慣れた癖の衝突","天王星とドラゴンテイルの変化と過去パターンがぶつかりやすい関係です。","覚醒と変革を通じた既得パターンの成長力","覚醒と変革を通じた既得パターンの空回り","Uranusの性質を通じて、ドラゴンテールが示す過去の癖の摩擦を通じて本音の関係を学びやすくなります","Uranusの力を通じて、ドラゴンテールが示す既得パターンの緊張を課題突破のエネルギーへ変えやすくなります","変更点を先に共有することと、同じパターンを続けたら中断することで、衝突を避けやすくなります","天王星とドラゴンテイルが緊張しやすく、変化と慣れが不安定になりやすいです。","慣れた独自性や反発心が強く出やすく、変えるべきことと残すべきことを見直す必要があります。","TRUE","conflict","high","0.8","0","0","慣れたやり方に固執することを続けると、判断が荒れやすくなり、結果として摩擦が出やすいです","既存の変化の流れを調整することで、行き過ぎを減らしやすくなります。","変化と独立と慣れた癖の衝突の葛藤が長期的に繰り返されやすく、人との距離感が揺れやすいです。","慣れた反発や急な変化に戻りやすい場面を見直すことで、今の目的に合う変化を選べます。"
"Uranus","DragonTail","trine","変化と独立と慣れた癖の調和","天王星とドラゴンテイルの変化と過去パターンが自然に調和する関係です。","覚醒と変革を通じた既得パターンの自然な流れ","覚醒と変革を通じた既得パターンの安住","Uranusの性質を通じて、ドラゴンテールが示す過去の癖が自然体の魅力として周囲に伝わりやすくなります","Uranusの力を通じて、ドラゴンテールが示す既得パターンをスムーズに循環させ成果へ繋げやすくなります","新しい案は試作してから提案することと、同じパターンを続けたら中断することで、詰めの甘さを防ぎやすくなります","天王星とドラゴンテイルの流れが安定し、独自性と過去パターンが自然に伸びやすいです。","変化と独立と慣れた癖の調和が無理なく現れやすく、人間関係では自然な一致が起こりやすいです。","TRUE","support","low","0","0.6","0","変化を急ぎ過ぎることを続けると、確認が不足しやすくなり、結果として同じ失敗を繰り返しやすいです","過去の変化と現在の判断を切り分けることで、無理のない前進につなげやすくなります。","変化と独立と慣れた癖の調和が無理なく現れやすく、人間関係では自然な一致が起こりやすいです。","過去から身につけた独自性を自然に活かし、変化を受け入れやすい配置です。"
"Uranus","DragonTail","opposition","変化と独立と慣れた癖の対立","天王星とドラゴンテイルの変化と過去パターンが向かい合う関係です。","覚醒と変革を通じた既得パターンの客観性","覚醒と変革を通じた既得パターンの揺れ","Uranusの性質を通じて、ドラゴンテールが示す過去の癖を相手との関わりの中で映し出しやすくなります","Uranusの力を通じて、ドラゴンテールが示す既得パターンを対外関係や調整役の中で活かしやすくなります","変化の扱い方を整理することと、同じパターンを続けたら中断することの優先を決めて進めることで、迷いを抑えやすくなります","天王星とドラゴンテイルが対極に働き、変化と慣れのバランスが課題になりやすいです。","変化と独立と慣れた癖の対立が両立の課題として現れやすく、判断の場面では二つの方向で揺れやすいです。","TRUE","conflict","high","0.8","0","0","慣れたやり方に固執することを続けると、判断が揺れやすくなり、結果として摩擦が出やすいです","過去の影響を整理することで、ズレを減らしやすくなります。","変化と独立と慣れた癖の対立が両立の課題として現れやすく、判断の場面では二つの方向で揺れやすいです。","過去の変化パターンと現在の目的を切り分けることで、同じ揺れを繰り返しにくくなります。"
"Neptune","Pluto","conjunction","理想と曖昧さと極端さと支配欲の一体化","海王星と冥王星の理想と深さが強く重なる関係です。","深い癒やしと変容","現実感覚の喪失","潜在意識レベルでの深い癒やしを周囲にもたらします","潜在意識レベルでの深い癒やしと変容を促します","曖昧な点を質問で確認することと、本題から外れたら戻す合図を作ることで、行き過ぎを抑えやすくなります","海王星と冥王星の働きが強く重なり、理想と極端さが一方向にまとまりやすいです。","理想と曖昧さと極端さと支配欲の一体化が集中して現れやすく、判断の場面では迷いより即断に傾きやすいです。","TRUE","conflict","medium","0.6","0","0","曖昧なまま進めることを続けると、判断が偏りやすくなり、結果として関係がこじれやすいです","深い変化と理想を整理することで、変動を抑えやすくなります。","理想と曖昧さと極端さと支配欲の一体化が集中して現れやすく、判断の場面では迷いより即断に傾きやすいです。","理想と深い変化が重なりやすく、目に見えない価値観を根本から作り替える力になります。"
"Neptune","Pluto","sextile","理想と曖昧さと極端さと支配欲の協調","海王星と冥王星の理想と深さが穏やかに噛み合う関係です。","目に見えない力の活用","心理的な混乱","目に見えない次元で他者と深く繋がり再生を促します","目に見えない力を活用し状況を再生させます","スムーズさに甘えないように、事実と解釈を分けて書くことと、本題から外れたら戻す合図を作ることを決めて進めることで、形にしやすくなります","海王星と冥王星が噛み合いやすく、曖昧さと深さの調整が進みやすいです。","理想や直感を深い変化へつなげやすく、見えにくい課題を内側から整理する助けになります。","TRUE","support","low","0","0.6","0","一つに集中し過ぎることを続けると、判断が緩くなりやすくなり、結果としてやり直しが増えやすいです","影響の大きい理想や変化を整理することで、安定した進行につなげやすくなります。","理想と曖昧さと極端さと支配欲の協調が橋渡しの形で出やすく、人間関係では調整役として現れやすいです。","理想や直感を深い変化へつなげる力があり、見えにくい課題を内側から整えやすい配置です。"
"Neptune","Pluto","square","理想と曖昧さと極端さと支配欲の衝突","海王星と冥王星の理想と深さがぶつかりやすい関係です。","真の精神性の獲得","幻想への耽溺","幻想を打ち砕く真理を語り深い精神性で繋がります","幻想を打ち砕き真の精神性を獲得し伝えます","表現の基準を整理することと、本題から外れたら戻す合図を作ることで、行き違いを減らしやすくなります","海王星と冥王星がぶつかりやすく、理想と極端さが衝突しやすいです。","理想と曖昧さと極端さと支配欲の衝突が人生全体でぶつかりやすく、社会的な場では緊張感が高まりやすいです。","TRUE","conflict","high","0.8","0","0","曖昧なまま進めることを続けると、判断が荒れやすくなり、結果として関係がこじれやすいです","曖昧な変化が強まる場面では一度整理することで、行き過ぎを防ぎやすくなります。","理想と変化のズレが長期的に繰り返されやすく、現実との乖離として現れやすいです。","曖昧な理想や深い変化に飲み込まれる場面を見直すことで、内面の変容を現実的に扱えるようになります。"
"Neptune","Pluto","trine","理想と曖昧さと極端さと支配欲の調和","海王星と冥王星の理想と深さが自然に調和する関係です。","インスピレーションの活用","社会的な浮遊感","高度なインスピレーションを共有し周囲を刷新します","高度なインスピレーションを社会変革に活かします","楽に進む分、事実と解釈を分けて書くことと、核心を一つに絞ることをあえて行うことで、成果を安定させやすくなります","海王星と冥王星が自然に通じ合い、曖昧さと深さの流れが滑らかになりやすいです。","人生全体で理想と曖昧さと極端さと支配欲の調和が滑らかに続きやすく、対外的な関わりでは相性の良さとして出やすいです。","TRUE","support","low","0","0.6","0","一つに集中し過ぎることを続けると、確認が不足しやすくなり、結果としてやり直しが増えやすいです","理想と変化を結びつけることで、無理のない進行につなげやすくなります。","人生全体で理想と曖昧さと極端さと支配欲の調和が滑らかに続きやすく、対外的な関わりでは相性の良さとして出やすいです。","理想と深い変化が自然につながり、心の奥にある価値観を静かに作り替えやすい配置です。"
"Neptune","Pluto","opposition","理想と曖昧さと極端さと支配欲の対立","海王星と冥王星の理想と深さが向かい合う関係です。","深い精神的浄化","アイデンティティの消失","深い精神的な浄化を促し周囲の魂を救済します","目に見えない次元での深い浄化を担います","事実と解釈を分けて書くことと、本題から外れたら戻す合図を作ることで、判断のブレを減らしやすくなります","海王星と冥王星が引き合い、理想と極端さが行き来しやすいです。","理想と曖昧さと極端さと支配欲の対立が揺れとして表れやすく、長期的には偏りと調整の往復が続きやすいです。","TRUE","conflict","high","0.8","0","0","曖昧なまま進めることを続けると、判断が揺れやすくなり、結果として関係がこじれやすいです","理想や直感に深く入り込みすぎる時ほど、現実の境界線を確認することで、大きな変化を安全に扱いやすくなります。","理想と曖昧さと極端さと支配欲の対立が揺れとして表れやすく、長期的には偏りと調整の往復が続きやすいです。","理想と影響力の強さを調整することで、目に見えない変化を人生の再構築へつなげられます。"
